Predictions: (Task 2, Task 6, Task 10, Task 12, Task 13)

No         Predictions     Hop latency [us]     Accuracy [%]        
4306       (3 1 2 1 2)     701.543              79.104              
4307       (2 5 1 0 2)     736.564              79.099              
4308       (3 5 2 0 2)     719.791              79.095              
4309       (2 1 1 1 2)     705.681              79.100              
4310       (3 3 2 1 2)     699.495              79.105              
4311       (3 5 2 4 2)     681.343              79.105              
4312       (3 5 2 1 2)     659.088              79.110              
4313       (2 4 2 0 2)     648.847              79.101              
4314       (3 5 1 1 2)     634.604              79.101              
4315       (3 3 2 1 2)     628.421              79.106              
4316       (3 1 1 1 2)     609.963              79.106              
4317       (3 3 2 0 2)     599.699              79.106              
4318       (3 3 2 0 2)     589.654              79.106              
4319       (3 5 2 0 2)     575.316              79.106              
4320       (3 5 2 1 2)     557.316              79.107              
4321       (2 5 1 3 1)     546.952              79.102              
4322       (3 3 2 5 2)     524.935              79.102              
4323       (3 5 2 5 2)     502.917              79.103              
4324       (3 3 2 5 2)     496.786              79.103              
4325       (3 3 2 5 2)     469.995              79.103              
4326       (2 5 2 1 2)     454.213              79.099              
4327       (2 3 2 1 2)     430.237              79.104              
4328       (3 5 1 1 2)     397.718              79.104              
4329       (3 1 2 0 2)     374.192              79.104              
4330       (2 5 1 5 2)     345.929              79.100              
4331       (3 5 2 1 2)     333.998              79.100              
4332       (3 5 2 5 2)     314.030              79.095              
4333       (3 1 2 1 2)     298.015              79.100              
4334       (3 6 2 1 2)     278.070              79.100              
4335       (3 1 2 1 2)     258.070              79.101              
4336       (0 5 1 1 2)     242.158              79.105              
4337       (3 1 1 1 2)     238.026              79.110              
4338       (3 1 2 5 2)     214.234              79.106              
4339       (3 5 2 1 2)     194.466              79.111              
4340       (2 5 2 1 2)     158.503              79.115              
4341       (3 3 2 3 2)     142.774              79.116              
4342       (3 3 2 1 2)     130.789              79.120              
4343       (2 4 2 1 2)     102.929              79.121              
4344       (6 5 2 0 2)     82.845               79.121              
4345       (3 1 2 5 2)     74.703               79.116              
4346       (3 3 2 1 2)     50.899               79.121              
4347       (3 3 2 1 2)     43.543               79.126              
4348       (3 3 2 1 2)     38.099               79.131              
4349       (2 3 2 4 2)     41.468               79.126              
4350       (3 1 2 5 2)     40.135               79.122              
4351       (3 3 2 1 2)     38.635               79.127              
4352       (6 3 2 0 2)     38.846               79.118              
4353       (2 1 1 1 2)     38.105               79.118              
4354       (2 5 1 5 1)     38.369               79.114              
4355       (3 1 1 3 1)     44.760               79.109              
4356       (2 1 1 1 2)     40.106               79.109              
4357       (2 1 1 4 2)     44.644               79.101              
4358       (3 1 1 1 2)     39.492               79.105              
4359       (3 3 2 1 2)     38.145               79.110              
4360       (3 5 1 1 1)     40.552               79.115              
4361       (2 5 1 1 2)     44.954               79.110              
4362       (3 3 2 1 2)     43.556               79.115              
4363       (3 3 2 0 1)     43.702               79.115              
4364       (0 6 2 0 1)     41.281               79.111              
4365       (3 3 2 0 2)     44.563               79.111              
4366       (3 3 2 1 2)     43.151               79.116              
4367       (3 5 2 1 2)     42.474               79.112              
4368       (3 5 2 5 2)     39.105               79.107              
4369       (3 5 2 1 2)     43.774               79.112              
4370       (3 3 2 0 2)     43.937               79.112              
4371       (3 5 1 1 2)     44.122               79.113              
4372       (3 3 2 1 2)     41.707               79.117              
4373       (3 1 2 5 2)     41.725               79.113              
4374       (3 3 2 1 2)     44.274               79.113              
4375       (3 5 1 1 2)     42.979               79.113              
4376       (3 3 2 1 2)     42.478               79.118              
4377       (3 1 2 1 2)     42.255               79.123              
4378       (6 3 2 5 1)     41.789               79.119              
