Predictions: (Task 2, Task 6, Task 10, Task 12, Task 13)

No         Predictions     Hop latency [us]     Accuracy [%]        
3343       (0 4 0 0 0)     12.892               77.045              
3344       (5 1 2 1 2)     7.239                77.040              
3345       (3 3 2 1 2)     12.361               77.047              
3346       (3 3 2 1 2)     7.229                77.054              
3347       (3 3 2 1 2)     12.749               77.061              
3348       (3 7 2 1 2)     7.228                77.056              
3349       (0 2 0 0 0)     12.205               77.039              
3350       (3 1 2 1 2)     7.248                77.040              
3351       (3 5 1 1 2)     12.974               77.041              
3352       (5 1 2 1 2)     7.198                77.024              
3353       (3 1 0 5 2)     12.778               77.013              
3354       (3 3 1 1 1)     7.198                77.013              
3355       (3 3 2 1 2)     13.721               77.020              
3356       (3 1 2 1 2)     7.250                77.021              
3357       (3 5 2 1 2)     12.155               77.022              
3358       (3 3 2 1 2)     7.240                77.023              
3359       (3 1 2 1 2)     12.912               77.024              
3360       (3 1 2 1 2)     7.219                77.019              
3361       (3 1 2 1 2)     12.656               77.020              
3362       (3 5 2 1 2)     7.240                77.021              
3363       (3 5 2 1 2)     13.015               77.027              
3364       (3 3 2 1 2)     7.240                77.034              
3365       (3 0 0 5 3)     12.400               77.017              
3366       (5 1 2 1 2)     7.210                77.012              
3367       (3 3 2 1 2)     12.892               77.019              
3368       (3 3 2 1 2)     7.250                77.026              
3369       (3 5 1 1 1)     12.943               77.027              
3370       (3 3 2 1 2)     7.229                77.034              
3371       (3 1 1 1 2)     12.318               77.040              
3372       (3 3 2 1 2)     7.250                77.047              
3373       (0 3 1 2 1)     12.391               77.048              
3374       (3 1 2 1 2)     7.188                77.049              
3375       (3 5 2 1 2)     12.288               77.056              
3376       (3 3 2 1 2)     7.188                77.057              
3377       (3 5 1 3 1)     13.077               77.052              
3378       (3 3 2 1 2)     7.208                77.058              
3379       (5 3 2 1 1)     12.964               77.065              
3380       (3 3 2 1 2)     7.249                77.072              
3381       (3 3 2 1 2)     13.025               77.079              
3382       (3 1 1 1 2)     7.322                77.080              
3383       (5 3 2 1 2)     12.400               77.080              
3384       (3 3 2 1 2)     7.270                77.087              
3385       (7 5 1 3 1)     12.779               77.082              
3386       (3 1 1 1 2)     7.198                77.083              
3387       (4 5 2 1 2)     12.298               77.090              
3388       (0 4 0 0 0)     7.291                77.073              
3389       (3 3 2 1 2)     12.687               77.080              
3390       (3 5 2 1 2)     13.302               77.081              
3391       (3 1 1 1 2)     7.249                77.087              
3392       (5 3 2 1 2)     11.918               77.082              
3393       (3 1 1 1 2)     7.219                77.089              
3394       (2 3 0 4 3)     12.165               77.072              
3395       (5 1 1 1 2)     10.138               77.067              
3396       (3 5 2 4 2)     7.209                77.068              
3397       (3 5 2 1 2)     7.956                77.069              
3398       (5 3 2 1 2)     12.810               77.064              
3399       (0 4 0 2 1)     7.199                77.059              
3400       (3 5 2 1 2)     12.852               77.060              
3401       (7 5 1 3 1)     7.260                77.055              
3402       (5 3 2 1 2)     12.667               77.056              
3403       (5 1 2 1 2)     7.208                77.056              
3404       (3 1 1 1 2)     12.452               77.057              
3405       (3 5 2 1 1)     13.363               77.064              
3406       (3 3 2 1 2)     7.189                77.071              
3407       (0 4 1 1 1)     10.067               77.066              
3408       (3 1 2 1 2)     7.331                77.067              
3409       (3 0 2 5 2)     12.410               77.062              
3410       (3 3 2 1 2)     7.188                77.068              
3411       (3 1 2 1 2)     12.575               77.063              
3412       (4 3 2 1 2)     7.178                77.070              
3413       (3 3 2 1 2)     12.349               77.077              
3414       (3 3 2 1 2)     7.259                77.078              
3415       (3 5 1 1 2)     12.775               77.078              
