Predictions: (Task 2, Task 6, Task 10, Task 12, Task 13)

No         Predictions     Hop latency [us]     Accuracy [%]        
3607       (6 6 0 5 3)     9.257                77.555              
3608       (3 3 1 1 2)     9.178                77.562              
3609       (3 3 2 1 2)     9.117                77.568              
3610       (6 1 1 0 1)     9.157                77.563              
3611       (2 3 2 1 1)     9.175                77.564              
3612       (0 5 1 1 2)     9.227                77.559              
3613       (3 3 1 1 2)     9.236                77.565              
3614       (0 3 2 1 1)     9.226                77.566              
3615       (3 3 2 1 2)     9.146                77.572              
3616       (3 1 2 1 2)     15.140               77.578              
3617       (3 3 2 1 2)     9.139                77.584              
3618       (3 5 0 0 0)     9.115                77.574              
3619       (3 3 2 1 2)     9.884                77.580              
3620       (3 3 2 1 2)     12.394               77.586              
3621       (3 5 1 1 2)     9.115                77.592              
3622       (3 1 1 1 1)     9.214                77.599              
3623       (2 1 1 1 1)     9.193                77.594              
3624       (5 3 2 1 2)     9.171                77.600              
3625       (2 5 1 0 1)     9.194                77.595              
3626       (3 3 2 1 2)     9.206                77.601              
3627       (6 1 1 0 1)     9.030                77.591              
3628       (3 1 1 1 2)     9.218                77.592              
3629       (3 1 2 1 1)     9.097                77.592              
3630       (3 5 2 1 2)     9.203                77.598              
3631       (3 5 1 1 1)     9.140                77.599              
3632       (2 1 1 0 1)     15.276               77.594              
3633       (3 3 2 1 2)     9.752                77.600              
3634       (1 1 1 0 3)     11.852               77.590              
3635       (3 3 2 1 1)     9.111                77.585              
3636       (3 5 2 1 1)     9.102                77.591              
3637       (3 3 2 1 2)     10.094               77.598              
3638       (3 5 1 1 1)     9.185                77.598              
3639       (6 1 1 0 1)     9.167                77.593              
3640       (4 6 2 5 1)     9.113                77.583              
3641       (3 5 1 1 1)     14.648               77.584              
3642       (3 1 2 1 1)     9.100                77.579              
3643       (3 1 2 1 2)     9.102                77.580              
3644       (3 1 1 1 2)     9.093                77.580              
3645       (0 1 1 1 1)     9.176                77.575              
3646       (3 1 1 1 2)     9.071                77.576              
3647       (3 1 1 1 2)     9.129                77.577              
3648       (3 3 2 1 2)     9.111                77.583              
3649       (3 5 1 0 1)     9.082                77.584              
3650       (0 5 1 0 1)     9.108                77.579              
3651       (4 3 2 5 1)     9.127                77.574              
3652       (3 3 2 1 1)     9.177                77.575              
3653       (5 3 2 1 1)     10.130               77.575              
3654       (3 3 1 1 1)     12.306               77.576              
3655       (3 1 2 1 2)     9.114                77.582              
3656       (3 5 2 1 2)     9.157                77.588              
3657       (3 5 1 1 1)     9.168                77.589              
3658       (4 1 1 1 2)     9.126                77.584              
3659       (3 3 2 1 2)     9.147                77.590              
3660       (3 3 2 1 2)     9.177                77.596              
3661       (3 3 2 1 1)     9.107                77.602              
3662       (0 2 1 0 1)     9.179                77.592              
3663       (3 1 1 1 2)     10.037               77.593              
3664       (3 3 1 1 2)     9.168                77.599              
3665       (2 5 1 0 1)     10.008               77.600              
3666       (2 5 1 0 1)     9.210                77.595              
3667       (3 5 2 1 2)     9.105                77.601              
3668       (3 3 2 1 2)     9.147                77.607              
3669       (2 3 2 5 0)     9.844                77.602              
3670       (5 3 2 1 2)     12.406               77.603              
3671       (3 3 2 1 2)     9.177                77.609              
3672       (3 5 1 1 2)     9.188                77.615              
3673       (3 5 0 0 1)     9.096                77.610              
3674       (3 3 2 1 2)     15.854               77.611              
3675       (3 1 2 1 2)     9.240                77.612              
3676       (0 3 0 5 1)     9.158                77.607              
3677       (0 5 1 1 1)     15.291               77.602              
3678       (3 1 2 1 1)     10.110               77.603              
3679       (5 3 2 1 1)     12.444               77.603              
